"","Checkin_2010","Checkin_2011","Checkin_2012","Checkin_2013","Checkin_2014","Checkin_2015","Checkin_2016","Checkin_2017","Checkin_2018"
"5079",0,1,7,2,10,16,8,11,3
"5080",31,38,75,110,128,103,53,44,66
"5081",22,59,66,59,45,74,73,74,49
"5082",1,1,12,8,10,14,7,2,4
"5083",1,0,0,0,0,4,1,0,0
"5084",0,0,0,0,0,0,6,13,1
"5085",101,263,310,381,409,408,342,319,193
"5086",0,62,131,108,99,109,86,62,59
"5087",0,0,0,0,0,0,0,0,16
"5088",0,0,0,0,0,0,0,0,18
"5089",15,28,26,23,26,23,25,16,24
"5090",7,37,18,11,0,1,2,0,0
"5091",14,62,79,97,141,90,67,52,29
"5092",0,0,0,0,0,0,0,0,42
"5093",1,10,15,23,66,22,18,6,3
"5094",0,0,0,0,15,21,37,11,20
"5095",20,113,165,154,175,150,168,71,71
"5096",2,2,4,5,10,12,8,9,3
"5097",17,144,169,136,135,109,70,39,32
"5098",0,0,8,22,46,43,50,46,34
"5099",0,1,0,1,5,6,1,0,0
"5100",4,21,12,21,11,17,10,22,16
"5101",0,0,0,0,0,0,0,49,47
"5102",7,30,45,59,49,49,36,28,19
"5103",0,0,0,0,0,0,0,1,0
"5104",6,16,11,14,38,27,33,22,23
"5105",2,1,4,7,12,5,4,5,3
"5106",2,11,15,30,24,7,3,0,10
"5107",9,36,41,82,70,103,86,39,23
"5108",0,0,0,0,0,0,0,0,45
"5109",0,0,0,0,8,33,13,9,6
"5110",0,0,0,0,0,0,0,71,76
"5111",14,97,87,123,91,124,87,73,55
"5112",0,1,1,0,0,5,4,7,4
"5113",9,55,61,24,51,44,22,15,4
"5114",0,0,0,0,0,0,1,3,8
"5115",0,0,0,0,0,0,0,99,68
"5116",0,0,21,70,105,80,60,41,50
"5117",54,128,192,165,189,152,113,74,78
"5118",24,45,73,53,64,56,33,25,15
"5119",0,3,7,1,8,1,13,8,4
"5120",0,0,0,296,309,304,278,240,154
"5121",3,16,16,14,34,46,11,20,9
"5122",0,0,0,0,7,4,3,2,2
"5123",3,24,22,8,20,5,3,8,10
"5124",0,0,0,5,0,0,0,0,1
"5125",1,18,31,20,18,12,24,23,12
"5126",0,0,0,0,0,0,0,0,33
"5127",0,0,0,0,0,1,1,2,0
"5128",4,25,41,36,45,30,17,9,12
"5129",0,6,1,3,7,10,5,3,1
"5130",0,0,0,0,0,94,64,57,22
"5131",0,0,0,0,0,0,0,0,4
"5132",3,15,22,17,19,17,14,11,24
"5133",5,31,5,9,11,15,13,35,21
"5134",0,0,0,0,0,0,0,9,7
"5135",3,17,35,15,30,24,24,63,47
"5136",0,0,0,2,9,1,1,0,0
"5137",0,0,9,4,0,1,1,0,2
"5138",0,0,0,0,0,0,0,43,33
"5139",0,0,0,0,0,0,0,27,208
"5140",0,0,0,0,0,205,133,90,48
"5141",0,0,0,0,0,1,9,12,6
"5142",3,7,14,1,4,7,9,7,9
"5143",0,17,14,18,13,7,9,6,9
"5144",0,0,0,0,0,0,2,2,1
"5145",0,22,18,23,13,18,7,10,18
"5146",0,0,0,0,0,0,1,1,2
"5147",5,39,70,59,60,57,22,24,16
"5148",0,0,0,0,0,6,37,35,16
"5149",1,2,1,0,3,2,0,0,0
"5150",0,0,0,0,0,0,0,0,7
"5151",0,0,0,10,8,1,20,25,1
"5152",0,1,6,4,1,2,2,2,4
"5153",7,10,25,28,26,25,28,17,27
"5154",0,0,0,7,9,10,5,7,8
"5155",38,84,175,271,186,218,125,93,49
"5156",0,0,0,0,0,3,9,12,19
"5157",0,0,2,1,2,1,1,1,0
"5158",0,0,0,0,569,664,530,373,280
"5159",30,159,204,173,157,114,66,30,26
"5160",2,6,19,32,15,16,42,57,12
"5161",1,31,75,33,12,18,17,14,3
"5162",0,0,0,0,0,34,164,90,86
"5163",3,20,47,29,17,11,11,9,9
"5164",50,369,427,375,289,215,428,360,239
"5165",0,0,0,0,0,0,1,0,0
"5166",0,0,0,0,0,5,1,1,0
"5167",0,0,3,24,27,36,34,23,20
"5168",0,0,0,9,19,9,11,5,14
"5169",0,4,6,14,7,7,11,7,2
"5170",0,0,0,0,0,0,52,64,37
"5171",2,8,7,6,27,16,19,16,9
"5172",0,0,0,95,98,116,83,68,58
"5173",0,0,0,0,0,0,338,265,171
"5174",0,0,0,0,3,7,5,11,6
"5175",0,0,0,0,0,0,3,7,2
"5176",0,0,0,0,0,0,0,0,111
"5177",10,51,41,46,50,55,34,19,23
"5178",0,6,27,36,36,7,14,17,3
"5179",15,51,119,97,66,68,46,67,38
"5180",0,0,0,0,0,40,62,81,35
"5181",78,176,195,233,236,213,206,95,73
"5182",0,3,9,6,6,6,7,1,2
"5183",0,0,0,0,1,16,10,1,0
"5184",0,0,0,0,0,0,0,22,55
"5185",0,118,272,246,336,325,271,169,144
"5186",0,0,1,3,1,3,1,2,2
"5187",1,21,31,42,42,60,83,44,51
"5188",0,0,0,0,0,0,352,984,646
"5189",5,25,27,30,43,56,45,45,22
"5190",0,9,7,12,4,3,9,3,4
"5191",0,0,0,0,0,0,0,0,5
"5192",0,0,0,0,17,25,24,20,25
"5193",0,0,0,25,293,196,88,52,33
"5194",0,5,10,24,13,55,46,47,15
"5195",2,6,22,21,21,34,41,25,13
"5196",0,0,0,0,6,30,51,17,19
"5197",3,27,29,32,36,46,32,28,25
"5198",0,0,0,0,0,0,1,0,0
"5199",0,0,0,0,0,0,56,59,30
"5200",0,0,19,146,110,111,66,40,37
"5201",0,0,0,0,0,0,0,51,48
"5202",0,0,0,0,0,14,120,59,37
"5203",0,0,0,0,0,0,69,49,24
"5204",0,0,0,0,8,26,38,41,27
"5205",0,0,0,0,13,31,47,30,8
"5206",0,0,0,0,4,6,5,5,0
"5207",1,8,7,7,4,8,8,10,3
"5208",2,10,12,12,15,12,9,1,3
"5209",0,0,0,42,64,57,49,56,37
"5210",1,3,16,47,25,26,9,4,7
"5211",1,3,7,4,8,13,7,4,1
"5212",17,56,102,76,100,103,65,45,49
"5213",0,0,0,0,0,0,304,235,130
"5214",7,31,39,62,49,61,42,46,31
"5215",0,0,2,1,1,0,2,0,0
"5216",0,0,1,1,0,0,0,3,4
"5217",0,0,0,37,345,346,275,178,94
"5218",0,0,0,0,0,0,0,0,1
"5219",0,0,0,0,0,5,3,1,0
"5220",0,0,0,0,0,0,0,0,20
"5221",0,10,14,12,15,12,17,5,1
"5222",0,0,0,0,0,0,0,0,20
"5223",7,14,9,13,18,13,18,12,3
"5224",0,0,0,0,23,11,21,11,8
"5225",9,48,95,257,90,69,62,46,37
"5226",6,56,58,53,49,52,32,26,26
"5227",0,2,5,9,5,8,2,3,8
"5228",0,0,37,7,6,1,3,4,1
"5229",0,7,2,5,8,4,8,2,8
"5230",0,19,42,31,24,19,22,19,11
"5231",5,36,122,258,383,353,272,212,167
"5232",1,13,10,22,29,20,25,31,16
"5233",16,22,67,96,115,127,145,107,82
"5234",2,10,5,10,8,4,7,0,0
"5235",0,0,0,0,0,0,0,0,12
"5236",20,37,23,38,23,18,30,20,11
"5237",15,37,44,29,29,18,9,11,10
"5238",1,2,8,12,11,11,6,9,6
"5239",0,0,0,0,0,0,169,195,93
"5240",0,0,0,0,0,7,15,8,23
"5241",0,0,0,0,4,8,1,0,4
"5242",0,0,0,0,235,110,99,91,61
"5243",1,7,5,9,1,0,9,4,5
"5244",14,63,52,58,67,50,40,29,20
"5245",0,1,0,0,2,3,0,3,0
"5246",0,0,0,1,1,0,0,0,1
"5247",0,1,0,0,0,0,2,1,0
"5248",0,0,0,0,0,0,0,0,2712
"5249",8,28,41,41,66,69,53,26,25
"5250",0,0,0,0,0,0,0,0,1
"5251",0,0,0,0,3,3,8,1,6
"5252",0,19,32,14,17,22,72,36,22
"5253",0,0,0,0,0,0,29,26,18
"5254",0,0,0,0,0,0,2,10,27
"5255",1,0,0,1,0,0,3,1,0
"5256",0,1,2,5,5,1,3,6,4
"5257",0,0,0,0,4,7,6,3,8
"5258",6,15,7,22,33,5,9,1,2
"5259",0,0,0,0,0,138,227,158,142
"5260",1,42,46,30,24,22,24,11,14
"5261",0,0,0,0,0,0,0,65,154
"5262",0,8,94,129,25,13,7,1,2
"5263",0,0,0,0,0,0,0,10,15
"5264",0,1,4,4,2,7,5,5,2
"5265",0,0,0,29,18,23,19,21,13
"5266",0,0,0,1,7,8,13,9,9
"5267",3,15,30,33,29,23,27,15,10
"5268",11,15,4,8,0,4,3,3,1
"5269",0,3,0,0,0,0,0,0,0
"5270",41,93,96,118,142,138,135,151,101
"5271",1,5,7,2,4,4,9,9,6
"5272",19,76,78,76,54,55,54,54,49
"5273",0,0,0,0,0,0,0,4,7
"5274",22,50,63,49,51,60,86,56,25
"5275",1,8,2,1,3,1,3,0,1
"5276",0,0,0,0,0,0,0,0,1
"5277",4,9,54,23,14,12,16,13,6
"5278",0,2,17,7,12,4,2,0,3
"5279",0,0,0,0,0,0,0,5,8
"5280",39,311,567,569,777,1249,727,544,453
"5281",12,81,81,46,62,62,63,33,34
"5282",2,8,27,20,25,23,21,30,23
"5283",0,0,0,2,1,1,1,1,0
"5284",0,0,0,0,0,0,0,0,20
"5285",0,1,2,1,1,8,11,7,11
"5286",0,0,0,0,0,0,0,0,21
"5287",0,0,0,0,1,0,0,0,3
"5288",0,0,0,0,0,35,87,55,48
"5289",0,0,0,0,0,1,0,1,0
"5290",7,12,19,27,22,35,15,9,5
"5291",0,0,0,0,5,8,38,20,7
"5292",0,0,0,0,0,0,0,0,21
"5293",0,0,0,0,0,0,0,0,420
"5294",5,23,8,17,18,26,28,18,11
"5295",0,0,19,21,32,42,49,59,9
"5296",0,0,0,0,0,0,100,163,103
"5297",0,0,0,1,1,0,1,1,1
"5298",0,0,0,0,0,1,0,0,0
"5299",0,0,0,0,0,2,0,1,0
"5300",8,25,23,18,6,5,10,6,5
"5301",0,0,0,24,31,32,35,61,38
"5302",0,0,0,0,0,0,0,5,7
"5303",0,0,0,0,0,0,0,0,8
"5304",0,6,2,9,2,3,5,0,1
"5305",382,961,1035,1096,912,678,497,346,236
"5306",0,0,0,0,0,0,0,0,35
"5307",0,7,7,11,6,5,4,3,2
"5308",0,0,1,3,2,5,0,2,1
"5309",0,5,4,2,3,1,1,1,5
"5310",0,7,5,78,14,13,8,14,35
"5311",0,0,0,3,56,33,4,4,6
"5312",0,0,0,0,102,764,735,1125,675
"5313",0,0,0,134,835,414,318,227,154
"5314",0,3,4,7,7,12,5,0,4
"5315",0,2,2,5,6,2,4,3,7
"5316",4,11,10,9,12,14,16,8,6
"5317",6,49,171,185,126,154,57,29,18
"5318",0,0,0,0,0,175,230,127,95
"5319",0,0,0,0,0,10,8,4,5
"5320",1,4,3,8,11,10,8,4,2
"5321",0,0,0,0,0,0,0,3,0
"5322",0,2,9,6,11,7,16,18,13
"5323",0,0,0,0,0,12,11,16,9
"5324",0,0,0,0,0,0,92,96,54
"5325",4,22,25,25,38,33,55,41,26
"5326",0,0,0,0,0,0,0,67,5
"5327",0,0,0,0,0,26,22,28,9
"5328",17,32,86,105,57,55,59,48,60
"5329",0,0,0,0,0,0,0,161,47
"5330",10,81,107,105,33,40,36,43,10
"5331",0,0,0,0,2,3,2,3,0
"5332",0,0,0,0,0,0,0,22,157
"5333",0,2,7,4,14,26,38,3,3
"5334",0,1,3,1,6,15,4,4,0
"5335",1,20,26,41,36,26,42,29,28
"5336",0,0,0,0,0,0,130,69,42
"5337",0,0,1,3,2,4,4,2,0
"5338",0,0,0,6,1,8,8,5,1
"5339",0,2,2,9,12,6,4,0,0
"5340",0,21,35,15,17,3,14,20,19
"5341",0,0,1,0,2,2,2,0,1
"5342",0,0,0,0,0,0,394,317,163
"5343",0,0,0,0,0,0,0,0,1
"5344",0,0,0,0,240,223,168,67,120
"5345",0,6,2,5,5,4,3,1,1
"5346",0,0,0,0,0,0,0,92,203
"5347",0,5,2,6,4,2,2,4,4
"5348",78,241,231,182,169,138,189,115,62
"5349",1,23,45,40,39,81,61,36,25
"5350",1,4,1,5,4,0,7,5,5
"5351",0,0,0,0,0,8,17,19,6
"5352",32,331,369,374,451,353,291,234,167
"5353",0,0,0,2,7,2,3,2,0
"5354",0,0,6,10,3,1,0,0,0
"5355",0,0,10,1,2,2,2,0,2
"5356",0,1,4,4,2,4,1,2,3
"5357",0,0,0,0,0,0,193,285,193
"5358",22,52,72,60,46,29,49,29,11
"5359",3,7,23,30,25,18,13,17,15
"5360",1,1,0,2,3,3,0,2,1
"5361",0,0,0,0,0,0,11,122,95
"5362",0,0,0,0,0,0,3,1,1
"5363",0,1,0,0,0,1,2,0,0
"5364",0,0,2,0,1,0,0,9,8
"5365",0,0,0,0,9,14,27,21,10
"5366",0,0,0,3,5,8,6,2,3
"5367",0,1,0,6,9,5,3,1,1
"5368",0,0,0,0,0,0,0,18,39
"5369",0,37,93,70,64,68,68,48,80
"5370",0,0,0,6,15,8,12,10,1
"5371",0,0,2,2,3,3,9,6,9
"5372",0,0,0,0,0,8,18,15,8
"5373",0,0,0,0,0,165,361,382,267
"5374",0,0,0,0,0,0,0,1,0
"5375",0,0,3,7,15,12,24,13,9
"5376",0,0,0,0,0,0,0,90,44
"5377",0,0,0,0,0,9,58,64,42
"5378",2,8,16,20,30,7,3,0,4
"5379",0,0,0,0,0,0,0,27,28
"5380",0,0,1,71,75,8,0,0,0
"5381",1,2,15,4,0,16,13,8,10
"5382",0,0,76,389,278,270,211,178,132
"5383",0,0,0,0,0,1,113,71,22
"5384",0,0,0,1,0,0,1,0,0
"5385",0,0,0,0,0,0,0,3,10
"5386",1,7,12,8,16,28,7,3,3
"5387",0,0,0,867,1001,702,492,444,500
"5388",12,62,23,22,53,36,20,7,3
"5389",0,0,0,0,0,0,0,0,11
"5390",0,3,1,1,4,0,1,0,2
"5391",0,0,0,0,0,12,0,0,0
"5392",0,0,0,1,3,2,1,3,1
"5393",1,0,0,1,2,1,0,1,0
"5394",0,0,0,0,0,0,0,11,14
"5395",0,0,0,5,2,4,2,1,11
"5396",0,0,0,0,0,0,0,33,15
"5397",0,0,8,14,3,0,1,4,3
"5398",0,1,4,7,4,1,3,3,1
"5399",0,6,34,14,5,6,10,9,3
"5400",9,32,72,62,108,112,81,84,69
"5401",0,0,0,0,0,22,25,19,5
"5402",1,10,13,19,52,21,17,9,7
"5403",7,15,100,43,61,47,26,12,9
"5404",2,5,5,3,20,2,1,2,0
"5405",20,65,87,96,95,58,44,51,66
"5406",1,0,3,1,0,2,4,1,0
"5407",0,2,105,59,59,59,34,21,17
"5408",26,90,125,159,187,205,174,149,127
"5409",0,0,0,0,0,0,0,10,17
"5410",0,0,0,3,10,6,9,2,2
"5411",0,16,21,14,16,21,18,6,6
"5412",0,1,5,10,6,36,23,9,4
"5413",0,0,1,11,4,12,11,9,12
"5414",0,0,0,0,1,2,2,3,0
"5415",12,21,42,57,41,33,27,31,23
"5416",0,0,0,0,0,1,1,0,1
"5417",165,731,1093,1592,1304,791,636,440,325
"5418",0,0,0,0,0,0,0,3,27
"5419",60,227,219,228,273,206,187,165,129
"5420",0,0,0,0,0,0,0,0,34
"5421",0,3,1,1,0,2,3,0,1
"5422",0,0,0,0,0,2,0,3,0
"5423",0,0,0,0,0,0,356,229,164
"5424",0,0,0,0,0,1,3,5,2
"5425",0,0,1,5,2,4,2,1,7
"5426",0,0,6,9,10,3,2,2,5
"5427",0,0,0,0,0,0,0,1,22
"5428",6,3,19,14,9,5,2,7,9
"5429",0,0,11,6,2,8,5,1,0
"5430",17,53,95,79,100,93,85,75,52
"5431",0,0,0,4,6,5,8,4,4
"5432",0,0,0,0,2,2,3,4,5
"5433",0,0,0,0,8,20,4,7,13
"5434",0,0,0,4,42,2,0,0,0
"5435",0,0,0,0,212,240,548,209,92
"5436",2,10,12,9,15,12,10,13,1
"5437",21,68,64,44,88,35,43,22,17
"5438",0,0,0,0,0,0,0,437,392
"5439",0,0,0,0,0,0,0,1,0
"5440",9,17,60,60,60,30,39,28,33
"5441",0,0,0,0,0,0,0,0,7
"5442",1,3,0,0,0,3,2,0,1
"5443",0,115,209,170,95,93,71,56,72
"5444",0,0,0,0,0,0,0,2,8
"5445",0,0,0,0,0,15,131,116,108
"5446",0,0,0,0,0,4,5,3,5
"5447",0,0,0,0,0,0,135,90,68
"5448",0,0,28,39,48,50,44,21,9
"5449",0,0,0,0,0,0,0,0,49
"5450",0,0,0,0,0,0,0,56,42
"5451",68,191,258,264,276,261,216,160,121
"5452",0,0,0,0,0,0,0,0,1
"5453",0,0,0,0,84,312,296,517,860
"5454",1,6,5,22,14,3,9,6,6
"5455",0,0,3,30,13,10,14,3,6
"5456",0,0,0,0,3,1,6,1,4
"5457",0,0,0,0,0,27,35,17,6
"5458",0,0,0,0,0,0,69,78,67
"5459",0,1,2,3,1,7,3,2,1
"5460",0,0,0,0,0,0,0,41,27
"5461",0,255,388,307,264,186,108,80,60
"5462",0,0,0,0,0,0,1,1,0
"5463",1,1,5,10,12,12,7,5,5
"5464",0,0,0,0,0,0,0,0,4
"5465",0,0,0,1,2,0,1,1,0
"5466",0,0,0,0,0,0,29,25,15
"5467",0,0,0,15,24,14,6,8,2
"5468",0,0,0,0,0,2,94,27,20
"5469",3,10,35,34,19,10,12,26,4
"5470",0,0,0,0,0,0,0,0,74
"5471",0,0,0,5,14,11,15,5,2
"5472",0,0,0,0,0,0,0,0,47
"5473",0,19,1,8,8,0,1,3,0
"5474",0,0,0,0,0,0,0,2,1
"5475",0,0,2,5,2,2,2,17,3
"5476",5,7,5,1,4,4,6,31,12
"5477",0,0,4,5,6,3,2,2,12
"5478",0,11,9,13,9,33,14,8,5
"5479",2,4,7,9,35,10,2,1,0
"5480",0,0,0,22,60,28,24,22,27
"5481",0,0,0,0,0,0,0,78,36
"5482",53,171,207,188,241,493,502,360,287
"5483",0,0,0,0,0,0,47,47,23
"5484",0,0,0,0,145,309,245,155,89
"5485",0,0,0,0,0,0,0,563,396
"5486",0,1,3,0,2,1,0,0,0
"5487",0,15,5,38,11,2,16,14,7
"5488",1,0,0,0,1,0,1,4,0
"5489",0,1,2,6,1,2,3,1,1
"5490",0,0,0,0,0,0,0,341,125
"5491",0,0,0,0,1,35,13,25,28
"5492",0,0,0,0,0,0,2,4,3
"5493",0,0,2,12,14,5,0,0,0
"5494",12,37,61,55,47,71,71,42,38
"5495",0,1,6,4,4,3,8,6,4
"5496",0,0,0,0,0,0,0,0,55
"5497",1,1,1,2,4,5,2,0,0
"5498",39,50,78,95,58,47,24,28,14
"5499",0,0,0,4,6,2,5,3,3
"5500",0,0,0,0,5,5,7,6,2
"5501",2,39,55,47,34,40,14,17,9
"5502",0,12,16,12,3,2,5,3,3
"5503",0,0,0,0,77,95,60,46,36
"5504",3,9,13,20,28,40,15,26,10
"5505",0,0,1,8,17,21,9,4,6
"5506",24,118,116,175,142,151,74,109,89
"5507",0,0,0,0,0,0,0,0,2
"5508",0,0,0,0,0,0,0,0,7
"5509",0,0,0,0,0,61,183,160,56
"5510",4,27,45,58,77,56,40,83,65
"5511",7,12,14,24,29,18,25,56,18
"5512",0,0,0,0,0,0,3,6,5
"5513",0,0,0,0,0,51,85,75,43
"5514",3,3,17,22,17,19,20,22,25
"5515",0,0,0,0,0,0,20,31,28
"5516",1,0,0,3,1,1,2,1,84
"5517",0,0,0,0,0,0,39,26,28
"5518",0,0,3,5,11,2,1,4,0
"5519",0,2,8,5,11,16,12,4,4
"5520",0,0,0,0,0,0,0,0,4
"5521",0,0,0,6,10,4,2,3,11
"5522",0,0,0,0,0,286,534,402,324
"5523",1,13,76,27,27,11,12,6,4
"5524",30,49,56,91,70,150,74,59,66
"5525",0,1,0,0,1,0,3,0,1
"5526",44,130,169,167,150,95,61,56,34
"5527",21,78,100,105,135,151,79,209,104
"5528",0,0,0,85,217,106,109,71,35
"5529",0,0,0,0,1,0,0,0,1
"5530",20,109,227,173,340,341,292,199,128
"5531",6,9,13,19,16,23,33,30,13
"5532",2,3,0,2,5,0,1,1,1
"5533",52,304,322,282,256,224,152,178,109
"5534",17,38,90,95,135,148,116,79,89
"5535",34,227,177,271,236,222,377,360,164
"5536",0,0,0,0,0,0,0,3,0
"5537",0,0,0,1,0,0,0,0,0
"5538",1,3,2,3,2,7,13,9,30
"5539",0,0,0,0,0,209,366,558,480
"5540",0,0,0,1,0,1,1,0,0
"5541",0,0,0,0,0,0,7,7,7
"5542",0,1,2,5,2,1,2,1,2
"5543",0,0,7,45,48,20,33,27,16
"5544",0,0,1,2,6,0,2,4,0
"5545",0,0,0,0,29,37,31,7,6
"5546",1,4,26,25,14,20,23,18,8
"5547",0,0,0,0,129,208,119,97,83
"5548",0,0,0,0,0,25,19,22,20
"5549",1,1,1,3,8,17,15,1,2
"5550",0,0,0,0,16,143,145,139,103
"5551",3,15,15,32,43,40,31,14,12
"5552",0,0,0,0,0,0,0,3,5
"5553",0,0,0,0,12,15,13,11,7
"5554",2,2,5,7,6,9,17,19,11
"5555",0,194,202,224,175,174,111,66,54
"5556",0,2,3,3,3,3,5,3,2
"5557",0,0,5,22,18,17,45,71,7
"5558",0,3,4,2,6,2,4,9,1
"5559",0,14,24,26,18,11,3,3,2
"5560",5,5,2,2,5,6,4,13,26
"5561",0,0,0,1,0,0,0,4,1
"5562",0,0,15,102,104,73,40,41,13
"5563",0,0,0,0,0,0,0,12,7
"5564",0,0,0,0,2,2,1,0,0
"5565",0,0,0,0,0,0,16,29,26
"5566",0,0,0,0,83,108,97,60,25
"5567",0,2,8,14,3,15,13,3,0
"5568",0,1,0,2,1,0,0,1,0
"5569",0,0,8,24,10,9,4,37,46
"5570",0,0,0,0,0,0,55,47,19
"5571",4,6,16,28,26,16,22,8,3
"5572",1,2,5,6,12,6,5,5,0
"5573",9,15,18,19,22,18,14,16,11
"5574",0,0,0,0,0,30,37,32,36
"5575",0,0,0,240,518,652,674,378,239
"5576",0,0,1,2,5,1,0,2,1
"5577",54,158,145,159,143,149,121,99,73
"5578",114,467,570,498,428,399,221,217,80
"5579",32,120,179,194,159,108,81,113,58
"5580",0,0,22,20,17,14,8,23,4
"5581",0,0,0,0,0,9,7,2,0
"5582",0,6,9,1,0,0,1,0,0
"5583",0,0,0,1,4,11,5,3,4
"5584",0,1,2,1,1,1,1,2,2
"5585",0,0,0,0,4,30,36,24,27
"5586",14,38,37,53,49,38,39,19,22
"5587",0,3,2,6,4,1,0,0,2
"5588",0,0,1,27,38,39,40,18,25
"5589",20,68,69,81,61,89,48,36,41
"5590",1,0,0,1,1,9,0,0,0
"5591",27,104,212,281,171,131,191,155,92
"5592",42,279,333,501,491,654,540,857,754
"5593",1,5,23,17,15,9,10,10,11
"5594",0,0,0,0,3,22,15,14,4
"5595",0,0,64,478,427,198,102,47,50
"5596",47,247,238,343,414,371,355,323,225
"5597",0,34,1,0,3,6,2,10,4
"5598",0,0,0,0,20,95,65,50,40
"5599",7,50,85,127,220,248,208,124,64
"5600",2,16,7,11,20,17,13,10,3
"5601",0,0,0,464,657,810,852,756,474
"5602",0,2,9,7,8,3,5,8,14
"5603",0,0,0,0,0,0,0,1,1677
"5604",0,0,0,7,35,29,49,29,38
"5605",1,8,4,8,9,18,12,13,9
"5606",0,0,0,0,0,0,0,3,0
"5607",0,0,0,0,4,28,15,4,7
"5608",0,0,0,0,0,0,431,176,143
"5609",35,95,143,117,106,122,83,61,30
"5610",1,5,3,1,4,3,1,5,5
"5611",0,0,0,0,0,0,73,224,120
"5612",31,239,327,804,1027,1206,2519,1649,800
"5613",0,0,1,29,46,35,12,11,2
"5614",0,0,0,0,0,0,0,7,20
"5615",4,5,10,13,14,11,13,5,7
"5616",0,0,0,0,0,0,0,74,116
"5617",0,0,0,0,0,2,20,2,6
"5618",8,66,101,185,207,157,120,116,97
"5619",2,1,6,4,6,5,11,6,5
"5620",2,0,1,2,10,6,19,6,2
"5621",6,1,0,1,0,2,3,0,1
"5622",7,48,73,44,40,28,22,8,16
"5623",7,60,79,146,139,123,96,85,44
"5624",0,0,0,0,0,16,47,40,33
"5625",0,16,4,9,3,0,1,1,1
"5626",0,11,27,34,53,12,17,13,5
"5627",0,0,0,0,107,141,50,56,27
"5628",0,8,5,16,3,9,15,22,7
"5629",0,0,0,89,69,46,37,31,13
"5630",0,0,0,0,0,0,0,0,1
"5631",0,0,0,0,0,46,33,48,42
"5632",0,17,63,40,50,56,35,28,14
"5633",0,0,0,3,0,0,0,0,0
"5634",0,0,0,0,0,0,0,34,116
"5635",0,0,0,6,0,0,1,0,1
"5636",23,139,159,217,183,224,158,147,128
"5637",50,195,400,470,349,440,372,249,163
"5638",0,0,0,0,0,0,2,55,20
"5639",0,5,6,4,4,1,1,1,1
"5640",0,1,0,4,0,3,1,1,0
"5641",19,62,64,77,92,68,132,111,105
"5642",0,4,3,5,1,2,0,0,1
"5643",0,0,0,0,1,0,0,0,1
"5644",0,0,9,8,2,1,2,4,15
"5645",0,4,16,10,24,26,40,21,6
"5646",12,36,78,69,54,39,30,19,11
"5647",0,0,9,8,32,76,41,7,6
"5648",0,0,22,103,107,104,67,40,26
"5649",2,7,5,12,7,7,5,5,4
"5650",0,0,37,29,19,10,10,11,2
"5651",1,11,19,39,35,15,13,13,9
"5652",0,0,0,0,0,0,2,2,2
"5653",0,0,0,0,0,0,0,10,12
"5654",14,81,65,108,101,50,57,85,110
"5655",0,0,0,0,0,0,19,4,2
"5656",8,22,59,50,45,62,38,29,42
"5657",33,48,30,69,63,87,79,68,38
"5658",0,4,4,0,1,0,1,1,1
"5659",0,0,98,502,413,298,205,156,127
"5660",0,5,10,25,18,24,12,11,6
"5661",0,7,6,9,5,10,6,2,3
"5662",6,31,49,43,29,18,35,18,11
"5663",0,1,1,0,0,1,0,0,0
"5664",0,0,1,1,0,0,2,2,1
"5665",0,0,0,0,0,0,0,1,0
"5666",621,4137,6080,4686,3796,2975,1829,1079,632
"5667",51,176,444,910,735,604,629,448,232
"5668",0,0,0,0,0,5,27,12,2
"5669",0,4,46,47,10,9,6,4,8
"5670",0,0,1,1,5,11,3,1,2
"5671",0,0,0,0,0,0,0,30,41
"5672",0,8,30,38,35,19,18,23,7
"5673",0,0,0,9,3,8,2,1,1
"5674",8,14,14,2,0,0,0,0,0
"5675",1,0,0,6,16,14,24,3,0
"5676",0,0,0,0,0,0,0,1,7
"5677",0,2,4,8,11,12,11,12,3
"5678",20,115,119,143,142,93,84,65,48
"5679",0,0,0,0,0,0,36,15,9
"5680",31,104,83,85,234,172,79,27,17
"5681",0,0,0,128,114,88,60,37,27
"5682",0,0,0,0,0,19,12,8,5
"5683",0,0,0,0,0,0,0,19,25
"5684",0,3,16,7,2,10,11,1,1
"5685",2,5,6,0,0,4,1,3,7
"5686",0,0,0,0,9,41,49,33,20
"5687",7,27,28,54,67,102,108,74,54
"5688",4,1,19,12,13,22,9,12,4
"5689",0,23,51,55,54,47,28,28,28
"5690",0,0,4,5,3,2,4,3,2
"5691",0,0,0,0,0,141,215,370,42
"5692",0,0,0,0,73,52,43,45,38
"5693",0,0,1,0,2,2,1,0,1
"5694",0,0,0,0,0,0,2,0,0
"5695",25,82,139,125,124,105,106,96,69
"5696",54,111,155,182,186,192,172,122,93
"5697",0,1,6,12,7,7,4,5,2
"5698",0,0,0,0,0,4,21,3,7
"5699",2,20,33,29,34,28,50,39,29
"5700",1,4,4,13,5,9,4,5,4
"5701",0,0,0,0,0,0,0,0,3
"5702",0,5,25,21,28,15,13,7,4
"5703",3,8,25,6,8,12,3,6,4
"5704",0,4,10,4,8,4,4,0,2
"5705",2,8,11,11,8,5,16,17,5
"5706",0,0,0,2,8,14,8,5,1
"5707",0,3,20,45,35,52,21,7,3
"5708",0,27,53,70,79,62,32,32,16
"5709",0,6,13,28,35,56,17,20,8
"5710",0,0,0,0,5,3,10,9,8
