"","Checkin_Monday","Checkin_Tuesday","Checkin_Wednesday","Checkin_Thursday","Checkin_Friday","Checkin_Saturday","Checkin_Sunday"
"5694",1,1,0,0,0,0,0
"5695",78,120,127,114,154,177,101
"5696",139,110,161,175,166,254,262
"5697",4,2,5,4,10,16,3
"5698",2,1,6,7,9,5,5
"5699",19,23,26,26,35,52,83
"5700",5,3,3,7,5,10,16
"5701",0,0,0,0,0,2,1
"5702",10,18,35,14,21,18,2
"5703",7,7,10,11,9,17,14
"5704",9,5,3,4,4,8,3
"5705",7,10,9,17,14,7,19
"5706",0,3,7,8,5,7,8
"5707",27,31,28,17,35,21,27
"5708",57,53,48,51,54,57,51
"5709",21,21,30,18,27,34,32
"5710",6,7,10,3,7,1,1
"5711",7,10,8,5,8,5,11
"5712",31,37,17,191,39,34,57
"5713",5,4,2,0,1,1,3
"5714",2,1,3,1,3,3,0
"5715",1,0,0,1,2,2,0
"5716",3,3,1,4,11,2,0
"5717",47,43,57,49,64,58,144
"5718",48,58,63,67,73,255,245
"5719",46,70,55,63,66,43,55
"5720",2,3,0,3,1,0,0
"5721",16,17,11,25,20,27,38
"5722",45,30,42,32,47,66,67
"5723",3,7,3,4,4,6,4
"5724",182,212,222,219,274,255,286
"5725",86,85,71,90,115,117,175
"5726",6,16,12,16,17,17,22
"5727",34,37,41,38,61,88,89
"5728",6,4,3,5,4,1,3
"5729",0,1,1,0,0,0,0
"5730",0,0,1,0,0,3,1
"5731",2,3,4,2,3,8,8
"5732",29,21,21,31,29,39,41
"5733",30,16,25,24,29,117,106
"5734",296,146,189,204,220,343,395
"5735",7,10,9,7,10,4,10
"5736",13,14,24,24,32,45,53
"5737",436,1125,664,494,578,694,599
"5738",53,54,39,56,71,55,95
"5739",282,198,205,217,358,444,485
"5740",7,10,7,10,9,8,10
"5741",22,23,19,25,27,35,34
"5742",0,0,1,0,0,0,0
"5743",791,680,630,649,717,1006,970
"5744",10,4,8,4,10,10,2
"5745",104,83,102,92,83,74,87
"5746",5,3,3,3,5,5,13
"5747",39,47,28,61,57,115,142
"5748",4,5,4,6,11,8,14
"5749",1,1,0,1,0,1,1
"5750",9,5,6,1,6,4,12
"5751",3,6,10,7,8,8,6
"5752",3,2,2,3,3,4,5
"5753",112,50,264,216,283,310,380
"5754",12,40,8,19,17,21,11
"5755",59,39,54,59,57,55,55
"5756",4,3,1,1,6,0,0
"5757",40,51,65,65,89,121,90
"5758",111,107,92,100,102,140,124
"5759",30,58,89,92,106,230,254
"5760",179,141,170,184,221,295,291
"5761",30,28,45,26,60,98,94
"5762",1,7,7,3,4,5,6
"5763",27,18,21,28,24,45,46
"5764",65,46,58,63,88,117,124
"5765",3,2,1,1,4,7,2
"5766",6,3,2,5,9,3,8
"5767",79,90,102,107,122,152,125
"5768",15,12,20,21,14,22,20
"5769",0,5,4,1,0,2,2
"5770",18,36,48,30,45,1,1
"5771",13,7,10,15,11,17,8
"5772",55,42,39,49,46,81,88
"5773",9,5,5,8,9,6,7
"5774",2,5,4,2,0,5,2
"5775",209,178,175,220,275,872,841
"5776",7,12,26,11,13,19,28
"5777",2,1,3,0,1,4,2
"5778",15,17,19,25,41,64,49
"5779",1,6,4,1,1,4,5
"5780",0,0,0,0,0,1,2
"5781",10,11,11,10,22,33,35
"5782",0,2,1,3,1,0,1
"5783",309,200,197,226,238,390,412
"5784",267,359,594,295,424,455,491
"5785",3,3,1,5,3,5,7
"5786",89,28,29,45,69,165,223
"5787",3,3,5,4,12,12,8
"5788",14,17,16,16,14,19,19
"5789",1,1,2,3,1,5,2
"5790",1,1,0,0,2,4,2
"5791",11,2,10,9,17,13,22
"5792",0,1,3,1,0,3,2
"5793",88,68,75,71,73,111,133
"5794",15,23,23,24,37,57,73
"5795",7,4,1,3,5,17,7
"5796",1,0,1,0,0,1,1
"5797",9,12,15,15,14,12,2
"5798",6,4,11,8,4,13,12
"5799",3,1,2,4,3,5,6
"5800",11,16,19,14,14,25,19
"5801",3,4,2,3,2,2,3
"5802",0,0,3,0,2,2,3
"5803",13,15,17,11,10,16,20
"5804",8,13,13,6,14,24,24
"5805",47,40,33,42,32,44,53
"5806",23,10,7,19,22,16,7
"5807",5,5,3,3,0,7,4
"5808",55,10,81,48,59,80,89
"5809",63,43,165,173,301,845,850
"5810",6,4,12,8,6,11,17
"5811",8,4,11,19,10,13,15
"5812",75,70,78,63,51,148,152
"5813",2,1,0,2,1,4,2
"5814",0,0,2,1,1,3,0
"5815",1,4,4,4,5,3,5
"5816",5,10,2,9,5,10,9
"5817",5,11,23,16,16,31,29
"5818",2,4,0,0,14,1,2
"5819",38,39,26,40,37,46,42
"5820",13,10,6,9,15,33,24
"5821",1108,783,813,784,1050,1645,1837
"5822",3,4,5,2,7,2,3
"5823",159,112,115,164,182,209,147
"5824",8,25,27,14,42,39,11
"5825",7,4,8,12,12,6,7
"5826",5,4,10,7,8,3,5
"5827",1,2,0,0,1,0,0
"5828",66,71,71,80,120,236,267
"5829",13,9,10,7,18,18,13
"5830",197,242,242,259,261,118,114
"5831",15,11,16,14,19,15,23
"5832",2,12,12,7,2,5,8
"5833",230,153,193,165,1194,1409,1844
"5834",4,2,0,1,3,2,1
"5835",18,11,19,20,21,26,18
"5836",19,30,34,27,19,20,9
"5837",0,1,1,1,2,2,0
"5838",4,5,8,10,8,11,9
"5839",33,22,36,29,36,56,56
"5840",55,48,44,70,47,106,108
"5841",2,6,6,8,12,8,2
"5842",127,103,71,82,91,139,153
"5843",117,124,80,99,97,163,158
"5844",2,0,0,0,0,0,1
"5845",0,1,0,0,1,1,0
"5846",7,5,17,25,9,22,25
"5847",1,0,0,0,0,0,0
"5848",26,8,134,203,192,362,439
"5849",60,67,82,79,86,77,70
"5850",8,8,2,2,4,1,1
"5851",0,1,1,5,3,2,1
"5852",26,30,35,35,33,24,22
"5853",21,17,20,16,13,14,3
"5854",5,22,10,18,13,3,1
"5855",2,5,5,2,6,0,1
"5856",141,139,148,118,131,11,1
"5857",7,9,8,11,8,8,6
"5858",7,12,13,7,10,12,11
"5859",15,11,21,14,19,35,27
"5860",4,1,2,1,6,6,3
"5861",18,12,21,13,25,41,44
"5862",1,2,1,2,1,1,2
"5863",23,28,26,29,33,31,40
"5864",15,12,11,11,11,19,18
"5865",28,12,20,26,29,57,38
"5866",10,8,10,9,10,34,72
"5867",1,0,2,0,0,3,0
"5868",6,11,4,5,12,13,22
"5869",7,3,9,7,4,13,13
"5870",6,4,9,3,10,11,16
"5871",31,56,55,54,62,34,46
"5872",1,0,1,2,0,0,0
"5873",1,1,2,3,0,2,4
"5874",0,1,0,1,0,1,0
"5875",0,1,1,0,0,1,1
"5876",0,0,5,3,1,2,8
"5877",12,63,14,29,11,40,8
"5878",2,0,1,1,1,3,2
"5879",18,23,21,20,20,33,26
"5880",3,5,1,2,4,2,2
"5881",0,3,1,0,0,1,1
"5882",12,9,8,6,9,10,14
"5883",1,1,1,4,1,3,1
"5884",5,3,5,2,2,4,5
"5885",1,0,1,2,5,1,3
"5886",5,7,12,12,14,17,7
"5887",74,73,72,73,82,136,166
"5888",1,0,0,1,1,1,1
"5889",14,23,32,32,26,30,11
"5890",81,63,47,98,136,262,215
"5891",27,30,40,48,45,54,45
"5892",10,8,6,5,11,20,10
"5893",145,153,167,159,162,199,172
"5894",9,11,12,12,7,15,17
"5895",1,1,1,0,1,2,3
"5896",4,7,7,8,3,0,0
"5897",71,58,60,70,84,92,67
"5898",44,41,28,59,67,112,116
"5899",7,7,7,9,10,24,32
"5900",14,15,20,13,22,17,28
"5901",0,0,1,2,0,1,1
"5902",0,0,0,0,1,0,1
"5903",89,183,125,95,121,170,200
"5904",23,34,25,34,27,23,33
"5905",0,1,0,5,3,5,4
"5906",94,74,75,80,97,150,124
"5907",28,19,24,12,13,19,39
"5908",18,16,16,22,27,34,40
"5909",9,6,9,12,5,7,6
"5910",4,3,5,5,5,4,2
"5911",10,11,8,8,12,4,4
"5912",0,0,0,0,0,1,0
"5913",7,10,12,11,8,3,5
"5914",28,24,31,23,34,20,39
"5915",15,8,19,20,15,21,15
"5916",13,11,14,11,12,18,16
"5917",3,2,2,3,0,5,5
"5918",5,14,6,11,8,23,25
"5919",1,0,0,0,0,1,0
"5920",10,11,16,16,14,28,1
"5921",1,0,5,1,0,3,2
"5922",0,0,0,0,1,2,1
"5923",4,10,3,5,13,11,10
"5924",11,7,12,19,11,8,6
"5925",0,0,1,1,1,2,2
"5926",0,3,0,0,1,3,4
"5927",94,87,87,112,96,171,161
"5928",17,20,10,16,15,8,23
"5929",47,45,49,40,65,66,45
"5930",43,52,52,48,55,132,72
"5931",43,40,24,29,35,61,51
"5932",43,16,10,13,28,22,22
"5933",1,0,0,2,1,0,2
"5934",40,23,31,29,41,40,47
"5935",5,7,8,10,4,2,4
"5936",107,98,73,103,108,118,133
"5937",242,265,232,232,242,403,435
"5938",6,4,5,3,4,4,7
"5939",33,51,32,26,31,57,74
"5940",1,0,1,0,0,4,4
"5941",13,31,54,50,64,132,131
"5942",271,266,409,457,663,1286,1241
"5943",2,4,1,1,5,4,2
"5944",1,3,0,2,2,3,2
"5945",10,15,12,17,17,25,14
"5946",41,34,39,50,45,86,55
"5947",4,4,5,8,4,9,12
"5948",107,122,140,163,192,272,223
"5949",0,0,0,0,0,1,0
"5950",14,6,10,23,22,28,25
"5951",2,0,0,0,1,1,0
"5952",2,1,1,2,0,3,1
"5953",27,35,25,31,43,75,100
"5954",13,18,17,22,13,12,14
"5955",8,8,6,2,8,16,10
"5956",5,4,7,5,14,8,10
"5957",18,9,12,10,25,32,31
"5958",250,211,179,189,191,305,335
"5959",58,49,46,58,36,42,25
"5960",3,1,8,4,0,4,2
"5961",13,8,16,10,15,1,0
"5962",4,8,8,5,8,13,7
"5963",26,20,15,16,36,24,24
"5964",40,42,37,36,38,14,16
"5965",21,25,25,12,15,31,32
"5966",3,7,11,8,15,18,2
"5967",14,8,14,17,20,19,19
"5968",0,1,0,4,0,0,0
"5969",0,1,0,0,1,0,0
"5970",32,38,34,41,33,12,18
"5971",9,11,15,14,29,29,42
"5972",0,3,2,10,5,4,11
"5973",0,0,0,2,1,0,0
"5974",14,16,13,16,19,12,14
"5975",4,5,3,3,7,4,1
"5976",0,2,1,1,0,0,2
"5977",4,0,4,8,6,39,23
"5978",68,94,87,99,71,128,117
"5979",19,29,27,36,45,31,16
"5980",5,17,17,18,18,8,7
"5981",0,0,0,0,0,3,1
"5982",3,10,2,12,10,7,4
"5983",152,115,93,93,112,188,229
"5984",4,2,3,11,11,9,4
"5985",1,1,3,2,1,6,2
"5986",97,85,135,126,87,116,101
"5987",0,0,0,0,0,5,1
"5988",153,128,170,201,260,561,654
"5989",14,14,17,19,15,28,17
"5990",2,2,3,2,1,2,2
"5991",76,48,51,51,39,101,104
"5992",2,1,6,10,3,5,9
"5993",47,55,62,53,48,50,27
"5994",62,48,56,78,58,82,82
"5995",1,3,0,1,2,1,0
"5996",0,0,3,3,1,3,4
"5997",7,1,0,0,7,11,7
"5998",0,0,0,0,0,1,0
"5999",64,56,80,87,89,139,121
"6000",74,60,82,79,83,168,127
"6001",4,1,3,2,1,5,0
"6002",6,2,8,3,8,1,3
"6003",3,2,3,3,2,4,6
"6004",13,21,14,9,17,15,16
"6005",1113,672,510,733,893,1581,1586
"6006",2,3,0,2,1,1,0
"6007",66,45,43,54,56,62,67
"6008",55,33,27,42,37,53,66
"6009",10,27,21,21,45,49,36
"6010",118,84,88,87,106,135,172
"6011",0,0,0,2,0,0,0
"6012",9,15,8,7,6,12,13
"6013",0,0,0,1,1,1,0
"6014",26,45,63,40,55,58,34
"6015",13,48,13,25,19,17,26
"6016",24,20,21,25,33,53,47
"6017",1,8,9,11,26,21,2
"6018",11,7,17,14,19,21,26
"6019",79,61,65,65,72,115,131
"6020",1,1,1,1,0,1,1
"6021",42,33,31,28,33,30,48
"6022",3,0,0,1,1,4,3
"6023",30,57,57,76,70,72,69
"6024",1,3,2,4,1,1,3
"6025",1,4,2,8,2,2,7
"6026",1,3,6,5,5,8,4
"6027",0,0,1,2,2,2,3
"6028",73,131,82,80,107,71,64
"6029",15,3,2,5,1,3,12
"6030",18,11,16,16,23,26,18
"6031",163,169,197,212,250,236,273
"6032",4,5,3,8,9,10,5
"6033",9,8,6,13,11,19,14
"6034",32,29,44,82,50,49,38
"6035",209,226,238,219,339,525,374
"6036",19,23,17,16,13,27,40
"6037",5,4,3,4,7,7,13
"6038",97,95,100,101,101,96,79
"6039",0,2,0,0,2,1,0
"6040",10,11,10,6,19,16,24
"6041",0,1,0,2,1,3,0
"6042",7,5,6,5,4,7,6
"6043",120,174,111,116,139,186,204
"6044",0,0,0,0,3,2,0
"6045",570,427,420,406,526,796,913
"6046",5,3,2,5,2,8,4
"6047",6,9,5,7,13,12,2
"6048",4,3,1,4,4,1,5
"6049",34,45,35,40,32,46,46
"6050",1,1,1,0,4,2,2
"6051",5,10,7,5,16,22,8
"6052",175,150,190,185,225,194,178
"6053",4,5,2,3,5,4,3
"6054",2,3,0,3,2,0,2
"6055",149,207,180,173,218,251,204
"6056",4,4,6,4,4,8,5
"6057",25,10,15,17,14,17,21
"6058",10,11,11,17,9,25,19
"6059",73,64,84,72,120,272,289
"6060",4,3,4,3,7,6,6
"6061",3,7,1,4,5,2,2
"6062",100,95,117,99,131,168,189
"6063",21,24,25,26,19,36,1
"6064",17,11,12,13,13,18,13
"6065",6,6,3,3,6,8,6
"6066",1,0,1,3,0,2,0
"6067",3,1,2,0,7,6,10
"6068",139,95,76,83,95,154,193
"6069",10,5,5,1,14,17,6
"6070",30,25,45,27,31,23,28
"6071",1,2,1,2,1,1,1
"6072",38,41,49,25,36,63,54
"6073",0,0,1,1,0,1,0
"6074",0,2,0,0,0,0,1
"6075",47,88,83,98,149,353,447
"6076",3,1,6,7,6,6,2
"6077",0,6,2,6,8,10,9
"6078",6,2,1,6,11,5,13
"6079",36,35,31,46,32,57,56
"6080",41,29,42,41,40,42,34
"6081",7,3,4,6,7,13,5
"6082",13,8,20,9,19,16,7
"6083",3,0,1,2,5,11,5
"6084",614,525,527,556,679,962,891
"6085",3,4,3,5,3,3,3
"6086",8,12,10,17,16,8,11
"6087",158,130,112,120,139,150,133
"6088",6,2,5,5,6,5,17
"6089",22,13,9,6,12,18,28
"6090",16,9,10,17,15,18,28
"6091",2,3,2,3,3,3,1
"6092",2,1,1,1,2,2,1
"6093",0,1,4,2,2,4,3
"6094",39,40,22,25,33,66,55
"6095",58,51,40,45,54,47,38
"6096",3,1,3,4,1,8,2
"6097",54,58,60,66,60,76,67
"6098",35,32,42,44,49,67,51
"6099",17,15,15,17,18,17,20
"6100",7,17,3,5,8,4,5
"6101",14,16,13,21,33,22,5
"6102",0,0,1,0,0,0,0
"6103",3,1,0,0,2,2,1
"6104",16,14,24,16,25,36,43
"6105",70,76,74,56,96,128,100
"6106",36,32,34,36,30,56,43
"6107",116,91,89,102,125,161,142
"6108",387,286,300,266,300,475,443
"6109",421,338,261,278,420,765,783
"6110",0,1,0,1,1,0,1
"6111",109,91,95,110,97,121,112
"6112",1,5,7,3,4,11,9
"6113",6,9,9,4,11,5,12
"6114",5,7,4,10,12,14,21
"6115",14,10,21,24,31,37,19
"6116",49,48,47,48,56,55,54
"6117",42,59,41,44,44,34,12
"6118",11,16,9,9,20,26,12
"6119",2,1,0,1,2,0,2
"6120",0,3,2,0,7,9,7
"6121",23,8,20,15,39,44,43
"6122",1,1,0,0,1,0,0
"6123",1,0,2,0,0,0,0
"6124",8,5,3,8,5,6,2
"6125",60,60,53,55,58,66,33
"6126",5,1,0,1,1,4,0
"6127",59,72,65,49,63,13,2
"6128",0,1,3,0,1,1,4
"6129",114,132,132,139,187,235,194
"6130",10,9,9,11,13,15,15
"6131",17,10,11,13,15,29,41
"6132",129,93,91,108,127,198,197
"6133",1,0,1,1,0,4,8
"6134",4,4,8,2,7,10,8
"6135",0,0,1,0,0,1,0
"6136",63,89,62,77,90,199,226
"6137",0,0,3,3,6,9,4
"6138",127,80,105,97,122,173,173
"6139",7,25,28,26,19,19,10
"6140",14,27,15,25,31,46,43
"6141",66,74,64,81,79,73,83
"6142",0,1,2,5,4,8,2
"6143",0,1,1,2,0,3,1
"6144",0,0,0,1,0,1,1
"6145",26,35,22,42,31,39,22
"6146",3,4,12,11,8,14,4
"6147",101,84,76,57,106,134,152
"6148",25,25,23,27,25,1,0
"6149",42,23,33,39,36,54,46
"6150",3,4,5,5,8,4,10
"6151",112,100,107,109,121,183,139
"6152",51,44,62,65,64,89,7
"6153",26,26,29,23,28,38,17
"6154",0,1,3,0,1,1,0
"6155",28,26,17,24,41,36,37
"6156",44,56,49,51,107,124,109
"6157",34,51,31,38,21,22,26
"6158",2,1,2,4,3,0,2
"6159",32,31,26,25,29,25,24
"6160",4,1,10,3,3,1,0
"6161",0,2,0,0,0,1,1
"6162",30,27,21,25,45,58,62
"6163",16,8,7,10,22,23,24
"6164",53,40,49,38,46,63,48
"6165",136,122,163,169,186,311,281
"6166",23,9,26,12,23,45,13
"6167",62,48,68,48,76,106,101
"6168",3,2,6,5,7,20,2
"6169",28,39,34,29,33,78,51
"6170",54,31,34,42,31,58,48
"6171",5,11,10,9,8,0,0
"6172",167,117,128,138,137,233,220
"6173",2,1,2,0,2,0,3
"6174",61,66,90,92,110,163,170
"6175",195,123,117,162,193,270,259
"6176",6,12,6,14,16,21,14
"6177",72,160,178,169,273,496,383
"6178",24,22,20,12,35,74,62
"6179",7,5,2,9,14,19,2
"6180",8,12,18,19,27,28,23
"6181",0,0,1,0,0,1,1
"6182",53,59,67,76,69,96,15
"6183",54,66,57,71,73,87,93
"6184",40,48,46,47,46,59,49
"6185",8,8,16,11,17,23,18
"6186",17,21,26,22,31,15,11
"6187",9,2,2,7,8,12,21
"6188",72,102,158,136,162,213,204
"6189",1,3,4,1,3,1,2
"6190",0,1,0,1,0,2,0
"6191",3,9,0,4,3,5,2
"6192",0,0,2,0,1,0,1
"6193",13,7,3,9,8,9,8
"6194",69,69,52,71,48,70,76
"6195",1,0,0,1,0,1,2
"6196",92,90,95,109,82,101,87
"6197",5,2,4,2,5,4,8
"6198",18,15,13,14,16,30,29
"6199",0,1,0,0,2,2,0
"6200",9,8,9,8,6,6,9
"6201",3,10,6,5,7,4,2
"6202",32,24,24,31,40,66,68
"6203",4,2,0,4,8,10,13
"6204",0,0,0,0,0,0,2
"6205",21,21,31,33,19,36,26
"6206",14,19,21,21,22,35,22
"6207",0,0,0,0,0,0,1
"6208",16,7,5,3,12,14,8
"6209",8,11,13,18,7,7,1
"6210",3,3,5,5,2,13,13
"6211",82,52,74,60,47,97,122
"6212",59,64,63,91,64,48,51
"6213",9,8,9,4,15,7,10
"6214",5,2,2,2,2,5,4
"6215",8,16,5,16,20,23,20
"6216",0,0,0,1,0,0,1
"6217",33,29,35,27,33,50,59
"6218",18,14,16,14,20,30,26
"6219",90,93,97,105,121,105,104
"6220",18,14,35,36,30,71,62
"6221",2,0,1,0,0,0,1
"6222",6,6,9,13,13,9,12
"6223",12,31,39,13,15,15,14
"6224",4,5,6,11,10,17,15
"6225",7,2,3,11,3,8,5
"6226",6,3,4,8,12,11,5
"6227",3,2,1,2,3,2,5
"6228",45,47,50,43,68,159,174
"6229",16,7,21,19,24,5,1
"6230",23,4,13,10,10,24,18
"6231",1,3,2,0,1,0,1
"6232",1,3,4,1,7,7,3
"6233",6,11,8,7,9,41,40
"6234",14,12,23,15,14,23,41
"6235",3,0,2,3,3,2,0
"6236",17,28,14,23,29,52,13
"6237",0,2,2,4,0,3,3
"6238",0,1,1,0,0,1,2
"6239",143,155,147,184,199,280,249
"6240",79,78,87,141,148,137,95
"6241",12,5,8,16,19,26,23
"6242",7,4,7,8,12,5,6
"6243",2,1,1,0,3,1,2
"6244",36,29,34,50,44,68,58
"6245",54,36,11,15,48,85,119
"6246",3,1,3,3,5,4,4
"6247",28,29,38,41,52,66,53
"6248",2,1,5,3,0,6,1
"6249",30,39,40,44,38,39,44
"6250",0,1,0,0,0,0,0
"6251",1,3,2,1,2,1,5
"6252",8,7,8,3,11,17,11
"6253",20,50,52,27,61,61,84
"6254",6,11,10,11,19,17,18
"6255",0,1,0,2,1,3,0
"6256",1,0,1,1,0,1,0
"6257",8,2,5,4,10,24,6
"6258",58,59,48,46,55,64,80
"6259",15,14,24,23,28,21,9
"6260",27,17,14,18,13,16,23
"6261",1,3,2,2,13,13,9
"6262",62,39,43,39,43,41,47
"6263",8,7,11,1,8,9,5
"6264",74,82,65,71,52,61,47
"6265",28,10,22,22,23,92,98
"6266",7,3,2,5,5,5,5
"6267",0,2,10,4,11,7,6
"6268",14,21,22,15,17,15,13
"6269",47,42,36,52,67,93,93
"6270",4,3,5,4,8,17,9
"6271",97,91,107,106,119,151,142
"6272",63,37,43,51,23,6,16
"6273",9,3,4,10,10,13,11
"6274",1,5,4,19,12,14,5
"6275",1,1,1,0,2,5,1
"6276",350,297,368,402,437,692,574
"6277",13,51,27,14,27,44,25
"6278",0,0,1,1,0,1,0
"6279",1,0,1,0,0,0,2
"6280",0,0,0,1,0,0,0
"6281",6,6,9,13,11,27,10
"6282",27,51,37,45,87,64,35
"6283",20,26,28,29,26,34,33
"6284",1,2,4,3,1,0,0
"6285",1,8,12,3,19,21,8
"6286",68,75,89,98,94,126,111
"6287",5,6,9,7,9,9,8
"6288",37,45,38,52,56,67,93
"6289",100,101,152,195,170,260,273
"6290",6,6,15,14,13,3,1
"6291",34,40,49,63,87,3,2
"6292",1,3,14,11,14,33,35
"6293",4,7,8,2,3,3,8
"6294",0,0,1,1,0,0,1
"6295",0,1,1,0,1,0,1
"6296",1,0,1,0,1,0,3
"6297",0,0,0,1,2,2,0
"6298",2,6,8,3,3,5,3
"6299",5,3,3,2,5,5,5
"6300",17,11,17,22,22,20,13
"6301",3,1,1,0,5,15,6
"6302",42,37,37,27,40,64,50
"6303",27,29,27,25,28,29,40
"6304",347,314,318,512,454,586,807
"6305",35,35,54,49,52,74,39
"6306",4,7,1,2,5,1,6
"6307",1,0,1,2,0,0,0
"6308",0,0,0,1,2,0,0
"6309",3,6,1,6,4,7,3
"6310",942,723,760,768,757,892,1029
"6311",2,0,1,0,0,0,1
"6312",1,0,0,0,0,0,0
"6313",7,3,6,5,3,2,0
"6314",28,15,29,30,29,40,47
"6315",3,1,0,2,2,1,4
"6316",26,16,17,12,19,19,9
"6317",0,0,1,1,2,1,3
"6318",36,54,36,57,44,44,24
"6319",4,3,0,3,2,6,2
"6320",2,1,0,5,1,3,2
"6321",1,5,10,4,5,6,10
"6322",452,302,283,293,366,497,552
"6323",0,0,0,1,0,0,0
"6324",4,5,8,8,5,10,5
"6325",19,27,18,21,21,0,1
"6326",17,21,13,14,37,34,55
"6327",5,9,4,9,6,7,0
"6328",12,13,13,9,6,13,18
"6329",0,1,3,0,1,3,1
"6330",0,2,1,5,1,5,0
"6331",1,0,2,0,0,0,0
"6332",6,6,6,4,4,12,13
"6333",67,71,80,67,66,150,147
"6334",0,1,3,4,7,16,12
"6335",408,358,337,329,368,496,444
"6336",2,2,0,1,6,4,2
"6337",11,10,8,14,17,15,7
"6338",46,43,43,45,46,47,32
"6339",44,98,101,72,81,103,79
"6340",23,24,19,29,34,47,38
"6341",4,2,6,2,4,8,4
"6342",5,2,4,1,3,7,2
"6343",6,7,2,7,6,8,14
"6344",5,8,13,11,14,31,20
"6345",1,2,1,3,1,3,0
"6346",3,3,4,1,2,10,3
"6347",18,15,19,18,25,94,5
"6348",1,1,0,0,0,0,1
"6349",0,2,1,1,1,2,2
"6350",124,80,100,111,230,104,73
"6351",1,3,2,1,5,12,5
"6352",1,2,2,4,5,5,6
"6353",8,2,8,7,6,11,20
"6354",1,0,2,3,3,3,2
"6355",0,1,2,0,1,3,1
"6356",24,16,28,33,29,47,33
"6357",3,10,3,7,7,9,10
"6358",24,41,33,21,45,40,25
"6359",28,10,22,9,13,18,23
"6360",3,10,11,7,14,16,9
"6361",42,46,34,42,75,185,187
"6362",12,21,15,10,19,0,0
"6363",17,20,19,15,24,20,31
"6364",16,13,15,7,11,18,31
"6365",174,159,168,194,226,328,321
"6366",162,146,153,154,131,171,198
"6367",11,6,10,9,5,13,13
"6368",0,1,0,0,1,0,0
"6369",0,1,0,1,1,0,0
"6370",0,0,0,2,3,2,3
"6371",43,34,33,46,40,47,48
"6372",31,19,17,13,26,30,28
"6373",31,40,33,36,49,54,21
"6374",0,0,1,0,0,0,0
"6375",3,6,6,3,5,1,3
"6376",13,9,11,15,12,3,5
"6377",0,2,0,2,0,2,1
"6378",1,3,2,2,1,3,5
"6379",1,0,0,1,0,3,1
"6380",21,49,63,25,25,27,13
"6381",2,3,3,0,2,1,3
"6382",14,12,12,13,19,12,11
"6383",5,5,3,7,7,5,9
"6384",20,12,20,19,22,28,17
"6385",21,8,18,26,15,25,9
"6386",10,9,17,15,11,10,10
"6387",17,13,21,13,18,22,24
"6388",12,6,13,7,18,16,12
"6389",0,2,3,0,3,4,3
"6390",58,51,52,57,45,41,35
"6391",4,6,6,6,5,3,6
"6392",29,22,30,21,24,39,31
"6393",2,3,2,3,1,2,1
"6394",16,15,6,11,13,30,0
"6395",1,4,4,4,4,3,3
"6396",2,4,0,3,2,4,6
"6397",242,255,272,248,308,405,354
"6398",105,68,60,54,87,204,174
"6399",0,1,0,0,3,0,9
"6400",20,22,15,20,23,21,24
"6401",3,5,5,9,6,12,13
"6402",1,0,2,5,3,1,1
"6403",222,191,142,133,212,324,297
"6404",0,0,0,0,1,0,0
"6405",8,7,4,9,6,24,11
"6406",69,83,86,59,68,144,161
"6407",2,2,3,10,22,56,39
"6408",38,32,51,25,36,59,48
"6409",38,33,24,26,37,45,37
"6410",78,101,94,87,161,231,195
"6411",3,1,1,3,0,0,0
"6412",2,1,2,6,2,0,1
"6413",3,3,6,9,8,17,8
"6414",103,80,83,75,82,132,172
"6415",6,4,6,5,12,18,13
"6416",60,67,75,76,102,82,87
"6417",2,0,1,0,2,7,9
"6418",2,3,1,4,2,6,12
"6419",1,7,6,3,6,12,7
"6420",536,419,346,343,407,699,797
"6421",13,4,10,4,13,31,24
"6422",9,11,12,17,12,30,21
"6423",4,2,5,3,2,9,1
"6424",356,603,373,468,557,1046,1178
"6425",10,23,14,15,17,41,17
"6426",14,17,11,17,16,19,23
"6427",190,188,199,184,185,106,152
"6428",6,9,14,12,21,14,20
"6429",4,6,8,8,7,18,18
"6430",49,38,47,64,62,162,145
"6431",9,7,7,3,4,8,2
"6432",29,18,25,21,27,31,30
"6433",11,11,9,7,11,26,20
"6434",6,2,4,6,6,5,3
"6435",89,96,101,84,96,104,113
"6436",13,13,15,19,16,16,18
"6437",59,36,36,30,43,80,82
"6438",42,66,61,56,61,86,13
"6439",34,37,29,29,40,56,50
"6440",7,27,19,18,38,60,84
"6441",5,5,4,4,7,11,8
"6442",1,1,0,4,3,8,7
"6443",1,7,12,8,1,2,3
"6444",26,17,21,21,19,14,17
"6445",8,6,7,13,10,5,13
"6446",0,0,0,2,3,0,0
"6447",6,1,2,3,10,3,13
"6448",10,14,14,13,19,30,0
"6449",63,28,46,47,65,93,87
"6450",11,16,20,6,27,19,39
"6451",51,27,26,48,61,126,129
"6452",124,174,119,177,232,195,177
"6453",0,0,0,0,1,4,1
"6454",23,13,17,12,15,32,32
"6455",0,1,1,1,1,0,0
"6456",457,671,706,435,655,1126,1088
"6457",88,82,88,68,89,201,222
"6458",1,0,0,1,1,4,0
"6459",18,17,15,14,17,9,26
"6460",0,0,0,4,2,3,0
"6461",3,6,8,9,14,14,4
"6462",64,85,82,73,102,127,39
"6463",21,20,27,32,23,27,0
"6464",22,14,32,45,34,99,75
"6465",4,8,7,7,5,6,2
